text,labels
čehel#ud#seyom pursišn ud pāsox ān ī pursēd kū mard-ē abarmānīg ī abzārōmand kē-š andar dēn abzār ī wuzurg kard#ēstēd u-š dastwarīh ud mowbedīh kard#ēstēd ayāb-iš nē kard#ēstēd bē-š abzār ī wuzurg andar dēn kard#ēstēd,"B-NUM,I-NUM,I-NUM,I-NUM,I-NUM,B-N,B-CONJ,B-N,B-PRONOUN,B-CONJ,B-V,B-CONJ,B-N,I-N,I-N,B-ADJ,B-JUNK,B-ADJ,B-CONJ,I-CONJ,I-CONJ,B-PRE,B-N,B-N,B-JUNK,B-ADJ,B-V,I-V,I-V,B-CONJ,I-CONJ,I-CONJ,B-N,B-CONJ,B-N,B-V,I-V,I-V,B-CONJ,I-CONJ,I-CONJ,B-ADV,B-V,I-V,I-V,B-CONJ,I-CONJ,I-CONJ,B-N,B-JUNK,B-ADJ,B-PRE,B-N,B-V,I-V,I-V"
pāsox ēd kū mard-ē ī pad ān ēwēnag ī čiyōn nibišt abarmānīg ud abzār ud kardārīh ud hunar passazag pad bahr ud xūbīh abēr arzānīg ud pad-iz xūb rāyēnīdārīh ī hamāg-dēn ud yazišn ī yazadān abēr ēmēdīg andar warōmandīh pad ān abāyēd dāštan kū paydāgtar ud xūbtar rāyēnēd az ōyšān kē-šān abzār ud hunar ī ōy nēst ud abar-iz bahr ī nīrmad ī az yazišn ī yazadān arzānīgīh ī ōy wēš kē abzār ud hunar ud kardārīh pad dēn meh,"B-N,B-PRONOUN,B-CONJ,B-N,I-N,I-N,B-CONJ,B-PRE,B-DET,B-N,B-CONJ,B-ADV,B-V,B-ADJ,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-ADJ,B-PRE,B-N,B-CONJ,B-N,B-ADV,B-ADJ,B-CONJ,B-PRE,I-PRE,I-PRE,B-ADJ,B-N,B-JUNK,B-N,I-N,I-N,B-CONJ,B-N,B-JUNK,B-N,B-ADV,B-ADJ,B-PRE,B-N,B-PRE,B-PRONOUN,B-V,B-V,B-CONJ,B-ADJ,B-CONJ,B-ADJ,B-V,B-PRE,B-PRONOUN,B-CONJ,I-CONJ,I-CONJ,B-N,B-CONJ,B-N,B-JUNK,B-PRONOUN,B-V,B-CONJ,B-PRE,I-PRE,I-PRE,B-N,B-JUNK,B-N,B-JUNK,B-PRE,B-N,B-JUNK,B-N,B-N,B-JUNK,B-PRONOUN,B-ADV,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-PRE,B-N,B-ADJ"
ud mard ī čiyōn nibišt ka-š ān hamāg-dēn ud yazišn xūb rāyēnēd u-š abāz-framāyišnīh ud xūb-rawāgīh ī kār frārōn ud nīrmad ī xwēš handāxtan tuwān ud wuzurg-niyābagīhā awiš framūd u-š pad-iš bahrwar ud frāx-nīrmad ud padēx-windišn dāštan,"B-CONJ,B-N,B-CONJ,B-ADV,B-V,B-CONJ,I-CONJ,I-CONJ,B-DET,B-N,I-N,I-N,B-CONJ,B-N,B-ADJ,B-V,B-CONJ,I-CONJ,I-CONJ,B-N,I-N,I-N,B-CONJ,B-N,I-N,I-N,B-JUNK,B-N,B-ADJ,B-CONJ,B-N,B-JUNK,B-PRONOUN,B-V,B-V,B-CONJ,B-N,I-N,I-N,B-PRE,B-V,B-CONJ,I-CONJ,I-CONJ,B-PRE,I-PRE,I-PRE,B-ADJ,B-CONJ,B-ADJ,I-ADJ,I-ADJ,B-CONJ,B-ADJ,I-ADJ,I-ADJ,B-V"
ān-iz ī kam-abzārtar ī kam-gāhtar az ōy pad čand dar arzānīg ast niyābag ī xwēš az-iš abāz-griftan nē ēwēnag bē ōy ī wēš-abzār meh-bahrīhā ud ān ī mayānag-hunar mayānagīhā ud ōy ī kam-abzār ī nēkīh-arzānīgīhā passazagīhā ud niyābagīhā ud arzānīgīh ēdōn čiyōn pad dēn gōwīhēd kū bahr ō ōy ī dēn-burdār panǰ niwēyēnd ud dō bahr ō ōy ī mayānag ud ēk ō ōy ī nidom,"B-PRONOUN,I-PRONOUN,I-PRONOUN,B-CONJ,B-ADJ,I-ADJ,I-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-PRE,B-PRONOUN,B-PRE,B-DET,B-N,B-ADJ,B-V,B-N,B-JUNK,B-PRONOUN,B-PRE,I-PRE,I-PRE,B-N,I-N,I-N,B-ADV,B-N,B-CONJ,B-PRONOUN,B-CONJ,B-ADJ,I-ADJ,I-ADJ,B-ADV,I-ADV,I-ADV,B-CONJ,B-PRONOUN,B-CONJ,B-ADJ,I-ADJ,I-ADJ,B-ADV,B-CONJ,B-PRONOUN,B-CONJ,B-ADJ,I-ADJ,I-ADJ,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-ADV,B-CONJ,B-ADV,B-CONJ,B-N,B-ADV,B-ADV,B-PRE,B-N,B-V,B-CONJ,B-N,B-PRE,B-PRONOUN,B-CONJ,B-ADJ,I-ADJ,I-ADJ,B-NUM,B-V,B-CONJ,B-NUM,B-N,B-PRE,B-PRONOUN,B-CONJ,B-N,B-CONJ,B-NUM,B-PRE,B-PRONOUN,B-CONJ,B-ADJ"
ud agar ān mard rad ud dastwar ī dānāg ayāb pad hunar ud wehīh ud abzār ī dēn ī māzdēsnān pāšom ī dēn-burdārān ī dānāg u-š dēnīg-xēmīh hammis dēnīg-bahrōmand kār ī andar-gyāg be#ō ōy framāyēnd ud ōy ud abārīg arzānīgān ud niyābagōmandān andar-gyāg niyābag ō gyāg rasišnīg čand sazēd ud niyābag ī xwēš bawēd hamāgīhā be#ō ōy handāxtan xūb,"B-CONJ,B-CONJ,B-DET,B-N,B-N,B-CONJ,B-N,B-JUNK,B-ADJ,B-CONJ,B-PRE,B-N,B-CONJ,B-N,B-CONJ,B-N,B-JUNK,B-N,B-JUNK,B-N,B-ADJ,B-JUNK,B-N,I-N,I-N,B-JUNK,B-ADJ,B-CONJ,I-CONJ,I-CONJ,B-N,I-N,I-N,B-N,B-N,I-N,I-N,B-N,B-JUNK,B-ADV,I-ADV,I-ADV,B-PRE,I-PRE,I-PRE,B-PRONOUN,B-V,B-CONJ,B-PRONOUN,B-CONJ,B-DET,B-N,B-CONJ,B-N,B-ADV,I-ADV,I-ADV,B-N,B-PRE,B-N,B-N,B-ADV,B-V,B-CONJ,B-N,B-JUNK,B-PRONOUN,B-V,B-ADV,B-PRE,I-PRE,I-PRE,B-PRONOUN,B-V,B-ADJ"
ud agar pad ān#ī niyābag-baxšēnīdārīh nē spurrīg ud ōy pad frāzīg-hunarīh ud frāzīg-wehīh ud wēš-abzārīh passazag ī meh gāh ud wēš bahr arzānīgīh pad xwēš niyābag-pāyagīhā bahrōmand kardan čimīg čē paymān-nigerišnīh niyābag-dahišnīh wizīdārīhā guft#ēstēd kū nē apaymānīg dastwar ǰāmāsp ī hwōwān,"B-CONJ,B-CONJ,B-PRE,B-JUNK,I-JUNK,I-JUNK,B-N,I-N,I-N,B-ADV,B-ADJ,B-CONJ,B-PRONOUN,B-PRE,B-N,I-N,I-N,B-CONJ,B-N,I-N,I-N,B-CONJ,B-N,I-N,I-N,B-ADJ,B-JUNK,B-ADJ,B-N,B-CONJ,B-ADV,B-N,B-N,B-PRE,B-PRONOUN,B-N,I-N,I-N,B-ADJ,B-V,B-N,B-CONJ,B-N,I-N,I-N,B-N,I-N,I-N,B-ADV,B-V,I-V,I-V,B-CONJ,B-ADV,B-ADJ,B-N,B-N,B-JUNK,B-N"
ǰud-iz#az yazišn be#ō ōwōn mard ī dēnīg weh-dilīhā pad ēwēnag abarmānīg nīrmad handāxtan wuzurg-kirbagtar kū ōy-iz abarmānīg pad padīriftan wēš-dastwarīhātar ud ān#ī xwad xwāstan abdom har windišn čē bē ān ka pad ēč ēwēnag frārōn-kardārīh zīwišn xwāstan nē tuwānīg tā-š tis-iz pad ǰāmag pad ahlaw-dād xwāstan pad aǰgahānīh zīwistan nē bōzišnīg rāh,"B-PRE,I-PRE,I-PRE,I-PRE,I-PRE,B-N,B-PRE,I-PRE,I-PRE,B-ADV,B-N,B-JUNK,B-ADJ,B-ADV,I-ADV,I-ADV,B-PRE,B-N,B-ADJ,B-N,B-V,B-ADJ,I-ADJ,I-ADJ,B-CONJ,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-ADJ,B-PRE,B-N,B-ADV,I-ADV,I-ADV,B-CONJ,B-JUNK,I-JUNK,I-JUNK,B-PRONOUN,B-N,B-ADJ,B-DET,B-N,B-CONJ,B-PRE,B-DET,B-CONJ,B-PRE,B-DET,B-N,B-N,I-N,I-N,B-N,B-V,B-ADV,B-ADJ,B-POST,I-POST,I-POST,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-PRE,B-N,B-PRE,B-N,I-N,I-N,B-V,B-PRE,B-N,B-N,B-ADV,B-ADJ,B-N"
ud abērtar ēwēnag čiyōn dādīg šāhān-šāh be#ō stāyišnīg mowbedān-mowbed guft kū pad ērīh pid hē ud amā tō pad tan pānag hēm ud tō amā pad ruwān pānag bawē,"B-CONJ,B-ADV,B-N,B-ADV,B-ADJ,B-N,I-N,I-N,B-PRE,I-PRE,I-PRE,B-ADJ,B-N,I-N,I-N,B-V,B-CONJ,B-PRE,B-N,B-N,B-V,B-CONJ,B-PRONOUN,B-PRONOUN,B-PRE,B-N,B-N,B-V,B-CONJ,B-PRONOUN,B-PRONOUN,B-PRE,B-N,B-N,B-V"
ud ham handāzag dēn-dōstān az dēn-burdārān rāh ī ō ruwān-bōzišnīh xwāstan ud ō dēn-burdārān wuzurg-abrangīhā ud purr-āzarmīhā gāh ud sūd ud rāmišn handāxtan ōwōn čiyōn ō ruwān-bōzišnān handāzēnd xūbīhā nē pad sāl bē pad māh windišn handāxtan ēwēn,"B-CONJ,B-DET,B-N,B-N,I-N,I-N,B-PRE,B-N,I-N,I-N,B-N,B-JUNK,B-PRE,B-N,I-N,I-N,B-V,B-CONJ,B-PRE,B-N,I-N,I-N,B-ADV,I-ADV,I-ADV,B-CONJ,B-ADV,I-ADV,I-ADV,B-N,B-CONJ,B-N,B-CONJ,B-N,B-V,B-ADV,B-ADV,B-PRE,B-N,I-N,I-N,B-V,B-ADV,B-ADV,B-PRE,B-N,B-CONJ,B-PRE,B-N,B-N,B-V,B-N"
pāsox ēd kū hērbedīh ud hāwištīh ham-band mādayānīhā hērbedān hammōzēnd ud hāwištān hammōzēnd dānišn ī dēn ī ast abestāg ud zand,"B-N,B-PRONOUN,B-CONJ,B-N,B-CONJ,B-N,B-ADJ,I-ADJ,I-ADJ,B-ADV,I-ADV,B-N,B-V,B-CONJ,B-N,B-V,B-N,B-JUNK,B-N,B-CONJ,B-V,B-N,B-CONJ,B-N"
pad ān#ī hāwištagīhā hammōxtēd az hērbed ī dānāgtar kē az xwēš-tan hērbedīh hammōzēd ō hāwišt ī hammōxtār-kāmag kē-š hammōzišn niyāz az-iz ōy,"B-PRE,B-JUNK,I-JUNK,I-JUNK,B-ADV,B-V,B-PRE,B-N,B-JUNK,B-ADJ,B-CONJ,B-PRE,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-N,B-V,B-PRE,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-CONJ,I-CONJ,I-CONJ,B-N,B-N,B-PRE,I-PRE,I-PRE,B-PRONOUN"
ka andar xwēš hērbed hāwišt abar xwēš hāwišt hērbed ast čiyōn ka gōwīhēd-iz kū pārs āsrōnān-pēšag-framādār abar ōstān ud mowbedān ī pārs sālār ud pēšōbāy ī dēn waxš kard ast ī be wizīd pēšagīhā ī andar dēn,"B-CONJ,B-PRE,B-PRONOUN,B-N,B-N,B-PRE,B-PRONOUN,B-N,B-N,B-V,B-CONJ,B-CONJ,B-V,I-V,I-V,B-CONJ,B-N,B-N,I-N,I-N,I-N,I-N,B-PRE,B-N,B-CONJ,B-N,B-JUNK,B-N,B-N,B-CONJ,B-N,B-JUNK,B-N,B-N,B-V,B-V,B-CONJ,B-PRE,B-V,B-N,B-JUNK,B-PRE,B-N"
hērbed abar zand-āgāhān ud hāwišt abar abestāg-warmān āšnāgtar hērbed frāz#az yaštan ī wisparad ud hād ud nērang abzār abzār ī pad zand hāwištān frāz#az nērang ī yazišn ud pādyābīh ud abādyābīh ud pākīh ud rēmanīh ud wināh pad-društag be šnāxtan abzār ī abestāg,"B-N,B-PRE,B-N,I-N,I-N,B-CONJ,B-N,B-PRE,B-N,I-N,I-N,B-ADJ,B-N,B-PRE,I-PRE,I-PRE,B-V,B-JUNK,B-N,B-CONJ,B-N,B-CONJ,B-N,B-N,B-N,B-JUNK,B-PRE,B-N,B-N,B-PRE,I-PRE,I-PRE,B-N,B-JUNK,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-CONJ,B-N,B-ADV,I-ADV,I-ADV,B-PRE,B-V,B-N,B-JUNK,B-N"
yazadān-dōstīhā ān#ī āsrōnīg xēm hammōxtan ud griftan ud dāštan frēzwānīg ud meh-dādestānīhātar,"B-ADV,I-ADV,I-ADV,B-JUNK,I-JUNK,I-JUNK,B-ADJ,B-N,B-N,B-CONJ,B-N,B-CONJ,B-N,B-N,B-CONJ,B-ADV,I-ADV,I-ADV"
čehel#ud#panǰom pursišn ud pāsox ān ī pursēd kū ān ī hērbed ka-š az hērbedīh zīwišn ī rōzgārīg nēst hērbedīh be pādixšā hištan ud any kār kard ayāb nē,"B-NUM,I-NUM,I-NUM,I-NUM,I-NUM,B-N,B-CONJ,B-N,B-PRONOUN,B-CONJ,B-V,B-CONJ,B-PRONOUN,B-CONJ,B-N,B-CONJ,I-CONJ,I-CONJ,B-PRE,B-N,B-N,B-JUNK,B-ADJ,B-V,B-N,B-PRE,B-ADJ,B-V,B-CONJ,B-DET,B-N,B-V,B-CONJ,B-ADV"
pāsox ēd kū hērbedān az hērbedīh kē xwad ast hammōxt dānišn ud āsrōnīg xēm ud ruwānīg pahrēz ud xwāst kirbag ud handōxt husrawīh ēč zyān nēst,"B-N,B-PRONOUN,B-CONJ,B-N,B-PRE,B-N,B-CONJ,B-PRONOUN,B-V,B-N,B-N,B-CONJ,B-ADJ,B-N,B-CONJ,B-ADJ,B-N,B-CONJ,B-N,B-N,B-CONJ,B-N,B-N,B-DET,B-N,B-V"
ēn sūd ast kū āgāhīh ī az dēn ī yazadān ud abēgumānīh ī pad mēnōg-mizdīh rāy pad tangīh hunsandtar ud andar saxtīh wīdwarīh ud abar astānag čārag-šnāstar ō bōxtišn ēmēdīg-menišntar bawānd,"B-DET,B-N,B-V,B-CONJ,B-N,B-JUNK,B-PRE,B-N,B-JUNK,B-N,B-CONJ,B-N,B-JUNK,B-PRE,B-N,I-N,I-N,B-POST,B-PRE,B-N,B-ADJ,B-CONJ,B-PRE,B-N,B-N,B-CONJ,B-PRE,B-N,B-ADJ,I-ADJ,I-ADJ,B-PRE,B-N,B-ADJ,I-ADJ,I-ADJ,B-V"
ān#ī azyān ud sud-iz rāy hērbedīh ī pad was ranǰ xwāst ud hammōxt be hilēnd nē sazāg,"B-JUNK,I-JUNK,I-JUNK,B-ADJ,I-ADJ,B-CONJ,B-ADJ,I-ADJ,I-ADJ,I-ADJ,B-POST,B-N,B-CONJ,B-PRE,B-ADJ,B-N,B-V,B-CONJ,B-V,B-PRE,B-V,B-ADV,B-ADJ"
bē ka az hērbedīh zīwišn ī rōzgārīg nē ayābēnd u-šān wehān axwāst ahlaw-dād awiš nē dahēnd ud az nabānazdištān ī druwandān pad-iz xwāhišn nē windēnd az mizdīg-yazišngarīh ud hamāg-dēn rāyēnīdārīh ud abārīg āsrōnīh ud hāwištīh pad-iš zīwišn-ē xwāstan,"B-CONJ,B-CONJ,B-PRE,B-N,B-N,B-JUNK,B-ADJ,B-ADV,B-V,B-CONJ,I-CONJ,I-CONJ,B-N,B-N,B-N,I-N,I-N,B-POST,B-ADV,B-V,B-CONJ,B-PRE,B-N,B-JUNK,B-N,B-PRE,I-PRE,I-PRE,B-N,B-ADV,B-V,B-PRE,B-N,I-N,I-N,B-CONJ,B-N,I-N,I-N,B-N,B-CONJ,B-DET,B-N,B-CONJ,B-N,B-PRE,I-PRE,I-PRE,B-N,I-N,I-N,B-V"
ka-šān pad-iz ān zīwistan nē tuwān pad zēnwarīh ud naxčīrgarīh ud abārīg frārōn kār ī andar pēšag ī frārōn artēštārīh zīwišn xwāst,"B-CONJ,I-CONJ,I-CONJ,B-PRE,I-PRE,I-PRE,B-PRONOUN,B-V,B-ADV,B-V,B-PRE,B-N,B-CONJ,B-N,B-CONJ,B-DET,B-ADJ,B-N,B-JUNK,B-PRE,B-N,B-JUNK,B-ADJ,B-N,B-N,B-V"
ud ka-z-išān pad ān niyāzag-ōgārd xwēš-tan ud kē andar frēzwānīg-sālārīh dāštan nē tuwān ahlaw-dād xwāstan dastwarīhā pad čār tuwān,"B-CONJ,B-CONJ,I-CONJ,I-CONJ,I-CONJ,I-CONJ,B-PRE,B-PRONOUN,B-N,I-N,I-N,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-CONJ,B-PRONOUN,B-PRE,B-N,I-N,I-N,B-V,B-ADV,B-V,B-N,I-N,I-N,B-V,B-ADV,B-PRE,B-N,B-V"
az aǰgahānīhā zīwistan ayāb atuxšišnīhā xwēš-tan ud kē andar sālārīh abēzīwišn be hištan nē dastwarīhā,"B-PRE,B-ADV,B-V,B-CONJ,B-N,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-CONJ,B-PRONOUN,B-PRE,B-N,B-N,B-PRE,B-V,B-ADV,B-ADV"
pad nām ī yazdān dārūg ī hunsandīh,"B-PRE,B-N,B-JUNK,B-N,B-N,B-JUNK,B-N"
dārūg ī hunsandīh pad tis ī čārag nē baxt ēstēd ud ān-iz ī čārag darmān āsānīh ēn dahēd,"B-N,B-JUNK,B-N,B-PRE,B-PRONOUN,B-CONJ,B-N,B-ADV,B-V,I-V,B-CONJ,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-CONJ,B-N,B-N,B-N,B-PRONOUN,B-V"
dārūg-ē bawēd ēw dram-sang menišnīg āmēxtan dānišnīgīhā šnāxtan hunsandīh dāng-ē sang,"B-N,I-N,I-N,B-V,B-NUM,B-N,I-N,I-N,B-ADV,B-V,B-ADV,B-V,B-N,B-N,I-N,I-N,B-N"
ud ka ēn nē kunēm čē kunēm dāng-ē sang,"B-CONJ,B-CONJ,B-PRONOUN,B-ADV,B-V,B-ADV,B-V,B-N,I-N,I-N,B-N"
az im-rōz tā fradāg weh šāyēd būdan dāng-ē sang,"B-PRE,B-N,I-N,I-N,B-PRE,B-ADV,B-ADJ,B-V,B-V,B-N,I-N,I-N,B-N"
ma-agar az ēn wattar šāyēd būdan dāng-ē sang,"B-ADV,I-ADV,I-ADV,B-PRE,B-PRONOUN,B-ADJ,B-V,B-V,B-N,I-N,I-N,B-N"
pad ēn ī mad ēstād hunsand būdan man āsāntar dāng-ē sang,"B-PRE,B-PRONOUN,B-CONJ,B-V,I-V,B-ADJ,B-N,B-PRONOUN,B-ADJ,B-N,I-N,I-N,B-N"
ud ka hunsand nē bawēm pad kār nē weh man dušxwārtar dāng-ē sang,"B-CONJ,B-CONJ,B-ADJ,B-ADV,B-V,B-PRE,B-N,B-ADV,B-ADJ,B-PRONOUN,B-ADJ,B-N,I-N,I-N,B-N"
ēn dārūgīhā andar hāwan ī škēbāgīh kardan pad hāwan-dastag ī niyāyišnīh kōstan ud pad parnagān ī wīdwarīh wēxtan ud har rōz abar bāmdād dō kafčag pad kafčag ī abestān yazadān ō dahān abgandan ud āb ī čē šāyēd kardan az pas xwardan pas abēgumānīhā hunsand būdan čē pad tan ud ruwān abēr sūdōmandtar,"B-DET,B-N,B-PRE,B-N,B-JUNK,B-N,B-V,B-PRE,B-N,I-N,I-N,B-JUNK,B-N,B-V,B-CONJ,B-PRE,B-N,B-JUNK,B-N,B-V,B-CONJ,B-DET,B-N,B-PRE,B-N,B-NUM,B-N,B-PRE,B-N,B-JUNK,B-N,B-N,B-PRE,B-N,B-V,B-CONJ,B-N,B-JUNK,B-PRONOUN,B-V,B-V,B-PRE,B-ADV,B-V,B-ADV,B-ADV,B-ADJ,B-V,B-CONJ,B-PRE,B-N,B-CONJ,B-N,B-ADV,B-ADJ"
frazaft,B-V
pad nām ī yazdān ēn handarz ī anōšag-ruwān ādurbād māraspandān,"B-PRE,B-N,B-JUNK,B-N,B-DET,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-N,B-ADJ"
ēn paydāg kū ādurbād rāy frazand tanīg-zād nē būd ud az ān pas abēstān ō yazdān kard dagr nē mad kū ādurbād rāy frazand-ē būd ēg drust-xēmīh ī zardušt ī spitāmān rāy zardušt nām nihād ud guft kū āxēz pus ī man tā frahang abar hammōzēm,"B-PRONOUN,B-ADJ,B-CONJ,B-N,B-POST,B-N,B-ADJ,I-ADJ,I-ADJ,B-ADV,B-V,B-CONJ,B-PRE,B-PRONOUN,B-ADV,B-N,B-PRE,B-N,B-V,B-ADV,B-ADV,B-V,B-CONJ,B-N,B-POST,B-N,I-N,I-N,B-V,B-ADV,B-N,I-N,I-N,B-JUNK,B-N,B-JUNK,B-N,B-POST,B-N,B-N,B-V,B-CONJ,B-V,B-CONJ,B-V,B-N,B-JUNK,B-PRONOUN,B-CONJ,B-N,B-PRE,B-V"
pus ī man kirbag-handēš bāš ma wināh-handēš čē mardōm tā ǰāwēdān zamān nē zīndag čē tis ān ī mēnōg abāyišnīgtar,"B-N,B-JUNK,B-PRONOUN,B-ADJ,I-ADJ,I-ADJ,B-V,B-ADV,B-ADJ,I-ADJ,I-ADJ,B-CONJ,B-N,B-PRE,B-ADJ,B-N,B-ADV,B-ADJ,B-CONJ,B-N,B-JUNK,I-JUNK,B-N,B-ADJ"
ān uzīd frāmōš kun ud ān nē mad ēstēd rāy tēmār bēš ma bar,"B-PRONOUN,B-V,B-N,B-V,B-CONJ,B-PRONOUN,B-ADV,B-V,I-V,B-POST,B-N,B-N,B-ADV,B-V"
pad xwadāy ud sālār mard wastār ud wistāx ma bāš,"B-PRE,B-N,B-CONJ,B-N,B-N,B-ADJ,B-CONJ,B-ADJ,B-ADV,B-V"
har čē pad tō nē nēk tō-iz pad any kas ma kun,"B-PRONOUN,I-PRONOUN,B-PRE,B-PRONOUN,B-ADV,B-ADJ,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-PRE,B-PRONOUN,I-PRONOUN,B-ADV,B-V"
har kē abāg tō pad xēšm ud kēn rawēd ēg-iš az-iš dūr bāš,"B-PRONOUN,I-PRONOUN,B-PRE,B-PRONOUN,B-PRE,B-N,B-CONJ,B-N,B-V,B-CONJ,I-CONJ,I-CONJ,B-POST,I-POST,I-POST,B-ADJ,B-V"
bāstān ud har gāh ummēd ō yazadān dār ud dōst ān gīr ī pad tō sūdōmandtar hād,"B-ADV,B-CONJ,B-ADV,I-ADV,B-N,B-PRE,B-N,B-V,B-CONJ,B-N,B-PRONOUN,B-V,B-CONJ,B-PRE,B-PRONOUN,B-ADJ,B-V"
pad tis yazadān ud amahraspandān tuxšāg ud gyān-abespār bāš,"B-PRE,B-N,B-N,B-CONJ,B-N,B-ADJ,B-CONJ,B-ADJ,I-ADJ,I-ADJ,B-V"
har čē ašnawē niyōš halag ma gōw,"B-PRONOUN,I-PRONOUN,B-V,I-V,B-V,B-ADV,B-ADV,B-V"
zan ud frazand ī xwēš-tan ǰud az frahang be ma hil kū-t tēmār ud bēš ī garān abar nē rasād tā nē bawē pašēmān,"B-N,B-CONJ,B-N,B-JUNK,B-PRONOUN,I-PRONOUN,I-PRONOUN,B-PRE,I-PRE,B-N,B-PRE,B-ADV,B-V,B-CONJ,I-CONJ,I-CONJ,B-N,B-CONJ,B-N,B-JUNK,B-ADJ,B-POST,B-ADV,B-V,B-CONJ,B-ADV,B-V,B-ADJ"
abēgāh ma xand,"B-ADV,B-ADV,B-V"
spaxr ud wiyufsišn pad-paymān kun,"B-N,B-CONJ,B-N,B-ADV,I-ADV,I-ADV,B-V"
pad ēč kas afsōs ma kun,"B-PRE,B-PRONOUN,I-PRONOUN,B-N,B-ADV,B-V"
abāg dušāgāh mard ham-rāz ma bāš,"B-PRE,B-ADJ,B-N,B-ADJ,I-ADJ,I-ADJ,B-ADV,B-V"
abāg xēšmēn mard ham-rāh ma bāš,"B-PRE,B-ADJ,B-N,B-ADJ,I-ADJ,I-ADJ,B-ADV,B-V"
abāg halag mard ham-uskārišn ma bāš,"B-PRE,B-ADJ,B-N,B-ADJ,I-ADJ,I-ADJ,B-ADV,B-V"
abāg was-xwāstag mard ham-xwarišn ma bāš,"B-PRE,B-ADJ,I-ADJ,I-ADJ,B-N,B-ADJ,I-ADJ,I-ADJ,B-ADV,B-V"
abāg mastōg mard ham-xwarišn ma bāš,"B-PRE,B-ADJ,B-N,B-ADJ,I-ADJ,I-ADJ,B-ADV,B-V"
az wad-gōhr ud wad-tōhm mard abām ma stān ud ma dah čē waxš garān abāyēd dādan ud har gāh pad dar ī tō ēstēd ud hamēšag paygām-bar pad dar ī tō dārēd u-t zyān ī garān az-iš bawēd,"B-PRE,B-ADJ,I-ADJ,I-ADJ,B-CONJ,B-ADJ,I-ADJ,I-ADJ,B-N,B-N,B-ADV,B-V,B-CONJ,B-ADV,B-V,B-CONJ,B-N,B-ADJ,B-V,B-V,B-CONJ,B-ADV,I-ADV,B-PRE,B-N,B-JUNK,B-PRONOUN,B-V,B-CONJ,B-ADV,B-N,I-N,I-N,B-PRE,B-N,B-JUNK,B-PRONOUN,B-V,B-CONJ,I-CONJ,I-CONJ,B-N,B-JUNK,B-ADJ,B-PRE,I-PRE,I-PRE,B-V"
duščašm mard pad ayārīh ma gīr,"B-ADJ,B-N,B-PRE,B-N,B-ADV,B-V"
be arēškēn mard xwāstag ma nimāy,"B-PRE,B-ADJ,B-N,B-N,B-ADV,B-V"
andar pādixšāyān wizīr ī pad-drō ma āwāš,"B-PRE,B-N,B-N,B-JUNK,B-ADJ,I-ADJ,I-ADJ,B-ADV,B-V"
az spazg ud drōzan mard saxwan ma ašnaw,"B-PRE,B-ADJ,B-CONJ,B-ADJ,B-N,B-N,B-ADV,B-V"
pad pādifrāh ō mardōmān kardan waranīg ma bāš,"B-PRE,B-N,B-PRE,B-N,B-N,B-ADJ,B-ADV,B-V"
andar xwaran pahikār ma kun,"B-PRE,B-N,B-N,B-ADV,B-V"
mardōm ma zan,"B-N,B-ADV,B-V"
gāh rāy ma kōxš,"B-N,B-POST,B-ADV,B-V"
abāg āzād-čihrag ud kār-āgāh ud zīrak ud huxēm mard ham-pursagīh kun ud dōst bāš,"B-PRE,B-ADJ,I-ADJ,I-ADJ,B-CONJ,B-ADJ,I-ADJ,I-ADJ,B-CONJ,B-ADJ,B-CONJ,B-ADJ,B-N,B-N,I-N,I-N,B-V,B-CONJ,B-N,B-V"
pad nibard bār ī garān abar tō nē bawēd abēr tars,"B-PRE,B-N,B-N,B-JUNK,B-ADJ,B-PRE,B-PRONOUN,B-ADV,B-V,B-ADV,B-V"
az kēnwar mard ī pādixšā dūr bāš,"B-PRE,B-ADJ,B-N,B-JUNK,B-ADJ,B-ADJ,B-V"
abāg dibīr mard hamēmāl ma bāš,"B-PRE,B-ADJ,B-N,B-ADJ,B-ADV,B-V"
abāg mard halag-gōwišn rāz ī xwad ma kun,"B-PRE,B-N,B-ADJ,I-ADJ,I-ADJ,B-N,B-JUNK,B-PRONOUN,B-ADV,B-V"
pēš-gāh mard dānāg grāmīg dār az-iš saxwan purs az-iš ašnaw,"B-N,I-N,I-N,B-N,B-ADJ,B-ADJ,B-V,B-PRE,I-PRE,I-PRE,B-N,B-V,B-PRE,I-PRE,I-PRE,B-V"
